payment_id,order_id,payment_method,payment_amount,payment_status
PAY01571,ORD01571,Credit Card,1690.28,Paid
PAY01572,ORD01572,Debit Card,34328.09,Paid
PAY01573,ORD01573,UPI,23731.84,Paid
PAY01574,ORD01574,Cash on Delivery,204519.33,Paid
PAY01575,ORD01575,Cash on Delivery,18410.16,Failed
PAY01576,ORD01576,Debit Card,92524.08,Paid
PAY01577,ORD01577,Net Banking,15537.24,Paid
PAY01578,ORD01578,Credit Card,41422.24,Paid
PAY01579,ORD01579,Credit Card,29031.87,Paid
PAY01580,ORD01580,UPI,7571.27,Paid
PAY01581,ORD01581,Credit Card,44239.95,Paid
PAY01582,ORD01582,Credit Card,94817.69,Paid
PAY01583,ORD01583,Net Banking,214269.25,Paid
PAY01584,ORD01584,Debit Card,11068.13,Paid
PAY01585,ORD01585,UPI,163769.49,Paid
PAY01586,ORD01586,Credit Card,42938.52,Paid
PAY01587,ORD01587,UPI,14883.84,Paid
PAY01588,ORD01588,UPI,52145.89,Paid
PAY01589,ORD01589,Credit Card,184940.08,Paid
PAY01590,ORD01590,Credit Card,47369.83,Paid
PAY01591,ORD01591,UPI,44888.91,Paid
PAY01592,ORD01592,Net Banking,90888.74,Paid
PAY01593,ORD01593,Net Banking,33819.02,Paid
PAY01594,ORD01594,UPI,47173.8,Paid
PAY01595,ORD01595,UPI,45972.29,Failed
PAY01596,ORD01596,UPI,74108.33,Paid
PAY01597,ORD01597,Debit Card,79787.69,Paid
PAY01598,ORD01598,Debit Card,40629.21,Paid
PAY01599,ORD01599,Credit Card,20340.99,Paid
PAY01600,ORD01600,Credit Card,44607.05,Paid
PAY01601,ORD01601,Credit Card,92208.69,Paid
PAY01602,ORD01602,Net Banking,102883.59,Paid
PAY01603,ORD01603,Debit Card,198861.72,Paid
PAY01604,ORD01604,UPI,186340.69,Paid
PAY01605,ORD01605,Cash on Delivery,94638.02,Paid
PAY01606,ORD01606,UPI,30290.7,Paid
PAY01607,ORD01607,UPI,88673.12,Paid
PAY01608,ORD01608,Debit Card,28235.17,Paid
PAY01609,ORD01609,Net Banking,62940.49,Paid
PAY01610,ORD01610,Debit Card,53990.72,Paid
PAY01611,ORD01611,Cash on Delivery,13035.31,Paid
PAY01612,ORD01612,Debit Card,16305.34,Paid
PAY01613,ORD01613,Debit Card,27890.02,Paid
PAY01614,ORD01614,Credit Card,41554.92,Paid
PAY01615,ORD01615,Debit Card,39352.09,Paid
PAY01616,ORD01616,UPI,26471.31,Paid
PAY01617,ORD01617,Credit Card,55160.44,Paid
PAY01618,ORD01618,Credit Card,39773.12,Paid
PAY01619,ORD01619,Cash on Delivery,45644.96,Paid
PAY01620,ORD01620,Debit Card,113426.55,Paid
PAY01621,ORD01621,Credit Card,16112.06,Paid
PAY01622,ORD01622,Credit Card,92220.98,Paid
PAY01623,ORD01623,Debit Card,10996.97,Paid
PAY01624,ORD01624,UPI,49606.03,Failed
PAY01625,ORD01625,Net Banking,44605.54,Paid
PAY01626,ORD01626,UPI,15652.99,Paid
PAY01627,ORD01627,Debit Card,50956.87,Paid
PAY01628,ORD01628,Cash on Delivery,37547.56,Failed
PAY01629,ORD01629,UPI,29304.77,Paid
PAY01630,ORD01630,Debit Card,77975.24,Paid
PAY01631,ORD01631,Credit Card,35719.63,Paid
PAY01632,ORD01632,UPI,11490.74,Paid
PAY01633,ORD01633,UPI,19898.22,Paid
PAY01634,ORD01634,Cash on Delivery,186941.46,Failed
PAY01635,ORD01635,Debit Card,20321.83,Paid
PAY01636,ORD01636,Net Banking,164051.63,Paid
PAY01637,ORD01637,Net Banking,161949.91,Paid
PAY01638,ORD01638,Credit Card,54030.81,Paid
PAY01639,ORD01639,Debit Card,223743.79,Paid
PAY01640,ORD01640,UPI,25400.62,Paid
PAY01641,ORD01641,Cash on Delivery,33385.5,Paid
PAY01642,ORD01642,Net Banking,40526.02,Paid
PAY01643,ORD01643,Cash on Delivery,136625.25,Paid
PAY01644,ORD01644,Cash on Delivery,37741.12,Paid
PAY01645,ORD01645,UPI,39013.29,Paid
PAY01646,ORD01646,Cash on Delivery,63022.79,Paid
PAY01647,ORD01647,UPI,45321.95,Paid
PAY01648,ORD01648,Cash on Delivery,231819.89,Paid
PAY01649,ORD01649,Credit Card,23029.04,Paid
PAY01650,ORD01650,Credit Card,145523.01,Paid
PAY01651,ORD01651,UPI,7137.96,Paid
PAY01652,ORD01652,Debit Card,23404.75,Paid
PAY01653,ORD01653,UPI,48534.59,Paid
PAY01654,ORD01654,UPI,76972.6,Paid
PAY01655,ORD01655,UPI,17733.54,Paid
PAY01656,ORD01656,UPI,60262.98,Paid
PAY01657,ORD01657,UPI,43864.31,Paid
PAY01658,ORD01658,Cash on Delivery,43737.14,Paid
PAY01659,ORD01659,UPI,112784.72,Paid
PAY01660,ORD01660,UPI,91326.35,Paid
PAY01661,ORD01661,Cash on Delivery,20756.06,Failed
PAY01662,ORD01662,Cash on Delivery,47161.98,Paid
PAY01663,ORD01663,UPI,37299.04,Paid
PAY01664,ORD01664,UPI,50745.08,Paid
PAY01665,ORD01665,Cash on Delivery,19182.78,Paid
PAY01666,ORD01666,Debit Card,15294.94,Failed
PAY01667,ORD01667,Cash on Delivery,140582.33,Paid
PAY01668,ORD01668,Debit Card,44994.2,Paid
PAY01669,ORD01669,Cash on Delivery,106354.31,Paid
PAY01670,ORD01670,UPI,63641.66,Paid
PAY01671,ORD01671,Net Banking,88430.54,Paid
PAY01672,ORD01672,UPI,47957.63,Paid
PAY01673,ORD01673,UPI,35274.15,Paid
PAY01674,ORD01674,Net Banking,116869.07,Failed
PAY01675,ORD01675,Debit Card,42702.54,Paid
PAY01676,ORD01676,Cash on Delivery,94693.54,Paid
PAY01677,ORD01677,Debit Card,89850.44,Paid
PAY01678,ORD01678,UPI,49651.06,Paid
PAY01679,ORD01679,Cash on Delivery,25267.5,Failed
PAY01680,ORD01680,UPI,71743.21,Paid
PAY01681,ORD01681,UPI,38593.14,Failed
PAY01682,ORD01682,Cash on Delivery,111678.0,Paid
PAY01683,ORD01683,UPI,5740.33,Paid
PAY01684,ORD01684,Net Banking,85704.18,Paid
PAY01685,ORD01685,Debit Card,165600.26,Paid
PAY01686,ORD01686,UPI,3836.48,Paid
PAY01687,ORD01687,Cash on Delivery,41681.93,Paid
PAY01688,ORD01688,Debit Card,122610.4,Paid
PAY01689,ORD01689,Cash on Delivery,54462.13,Paid
PAY01690,ORD01690,Net Banking,31755.19,Paid
PAY01691,ORD01691,Credit Card,86019.84,Paid
PAY01692,ORD01692,Net Banking,40462.01,Paid
PAY01693,ORD01693,UPI,16565.05,Paid
PAY01694,ORD01694,Cash on Delivery,47397.68,Paid
PAY01695,ORD01695,UPI,24082.71,Paid
PAY01696,ORD01696,UPI,98906.16,Paid
PAY01697,ORD01697,Credit Card,56620.74,Paid
PAY01698,ORD01698,UPI,20147.47,Paid
PAY01699,ORD01699,Cash on Delivery,28543.2,Paid
PAY01700,ORD01700,UPI,17079.23,Paid
PAY01701,ORD01701,Credit Card,32611.08,Paid
PAY01702,ORD01702,UPI,5393.86,Paid
PAY01703,ORD01703,Net Banking,81912.61,Paid
PAY01704,ORD01704,UPI,25606.73,Paid
PAY01705,ORD01705,Debit Card,50050.92,Paid
PAY01706,ORD01706,Net Banking,112236.38,Paid
PAY01707,ORD01707,UPI,66519.87,Paid
PAY01708,ORD01708,Cash on Delivery,10689.86,Paid
PAY01709,ORD01709,Credit Card,48703.95,Paid
PAY01710,ORD01710,Net Banking,35402.57,Paid
PAY01711,ORD01711,UPI,24281.7,Paid
PAY01712,ORD01712,Net Banking,94563.4,Paid
PAY01713,ORD01713,UPI,80596.97,Paid
PAY01714,ORD01714,UPI,36208.76,Paid
PAY01715,ORD01715,Credit Card,51957.56,Paid
PAY01716,ORD01716,Credit Card,7328.14,Paid
PAY01717,ORD01717,Credit Card,13164.94,Paid
PAY01718,ORD01718,Credit Card,84266.89,Paid
PAY01719,ORD01719,UPI,41618.95,Paid
PAY01720,ORD01720,UPI,101041.64,Paid
PAY01721,ORD01721,UPI,199481.76,Paid
PAY01722,ORD01722,UPI,3367.87,Paid
PAY01723,ORD01723,Credit Card,24509.76,Paid
PAY01724,ORD01724,UPI,26471.95,Paid
PAY01725,ORD01725,Credit Card,83240.65,Paid
PAY01726,ORD01726,UPI,12676.63,Paid
PAY01727,ORD01727,Net Banking,146152.5,Paid
PAY01728,ORD01728,UPI,22533.32,Paid
PAY01729,ORD01729,Debit Card,3365.19,Paid
PAY01730,ORD01730,UPI,49452.31,Paid
PAY01731,ORD01731,UPI,75584.27,Paid
PAY01732,ORD01732,Debit Card,3842.54,Paid
PAY01733,ORD01733,Net Banking,118164.19,Paid
PAY01734,ORD01734,Net Banking,59831.27,Paid
PAY01735,ORD01735,Debit Card,7187.2,Paid
PAY01736,ORD01736,Credit Card,22651.66,Failed
PAY01737,ORD01737,Net Banking,74540.43,Paid
PAY01738,ORD01738,Credit Card,82362.69,Paid
PAY01739,ORD01739,UPI,31986.22,Paid
PAY01740,ORD01740,UPI,71361.89,Paid
PAY01741,ORD01741,Credit Card,34652.61,Paid
PAY01742,ORD01742,UPI,43374.3,Paid
PAY01743,ORD01743,Net Banking,6502.92,Paid
PAY01744,ORD01744,Net Banking,40170.6,Paid
PAY01745,ORD01745,UPI,174440.19,Paid
PAY01746,ORD01746,UPI,36200.17,Paid
PAY01747,ORD01747,Credit Card,55498.49,Paid
PAY01748,ORD01748,Credit Card,62610.6,Paid
PAY01749,ORD01749,Debit Card,17916.19,Failed
PAY01750,ORD01750,UPI,34667.05,Failed
PAY01751,ORD01751,Debit Card,3585.07,Paid
PAY01752,ORD01752,Credit Card,37772.37,Paid
PAY01753,ORD01753,Credit Card,6564.49,Paid
PAY01754,ORD01754,Cash on Delivery,49377.89,Paid
PAY01755,ORD01755,Debit Card,36270.32,Paid
PAY01756,ORD01756,UPI,46865.83,Paid
PAY01757,ORD01757,Debit Card,10697.4,Paid
PAY01758,ORD01758,Cash on Delivery,49900.62,Paid
PAY01759,ORD01759,Debit Card,22986.18,Paid
PAY01760,ORD01760,Credit Card,83132.24,Paid
PAY01761,ORD01761,UPI,81171.09,Paid
PAY01762,ORD01762,Cash on Delivery,89937.85,Paid
PAY01763,ORD01763,UPI,25515.97,Paid
PAY01764,ORD01764,Credit Card,122235.18,Paid
PAY01765,ORD01765,Debit Card,80292.67,Paid
PAY01766,ORD01766,UPI,126314.94,Paid
PAY01767,ORD01767,Credit Card,39827.54,Paid
PAY01768,ORD01768,Net Banking,14033.42,Paid
PAY01769,ORD01769,Debit Card,1889.11,Paid
PAY01770,ORD01770,Cash on Delivery,113304.31,Paid
PAY01771,ORD01771,UPI,147755.0,Paid
PAY01772,ORD01772,UPI,65518.47,Paid
PAY01773,ORD01773,UPI,44284.04,Paid
PAY01774,ORD01774,Debit Card,87899.67,Paid
PAY01775,ORD01775,Net Banking,35772.69,Paid
PAY01776,ORD01776,UPI,65442.91,Paid
PAY01777,ORD01777,Debit Card,93216.88,Paid
PAY01778,ORD01778,Debit Card,29976.71,Paid
PAY01779,ORD01779,Credit Card,41387.6,Paid
PAY01780,ORD01780,Cash on Delivery,66978.37,Paid
PAY01781,ORD01781,Credit Card,13936.01,Paid
PAY01782,ORD01782,Credit Card,153795.51,Paid
PAY01783,ORD01783,Cash on Delivery,34043.51,Paid
PAY01784,ORD01784,Cash on Delivery,108344.29,Paid
PAY01785,ORD01785,UPI,132915.99,Paid
PAY01786,ORD01786,Net Banking,12427.53,Paid
PAY01787,ORD01787,UPI,152226.04,Paid
PAY01788,ORD01788,Credit Card,14938.74,Paid
PAY01789,ORD01789,UPI,33377.48,Paid
PAY01790,ORD01790,UPI,24244.13,Paid
PAY01791,ORD01791,UPI,12690.86,Paid
PAY01792,ORD01792,Credit Card,50118.49,Paid
PAY01793,ORD01793,UPI,20312.29,Paid
PAY01794,ORD01794,Credit Card,44699.31,Paid
PAY01795,ORD01795,UPI,50774.02,Paid
PAY01796,ORD01796,UPI,51974.25,Paid
PAY01797,ORD01797,Debit Card,9568.88,Paid
PAY01798,ORD01798,UPI,5198.39,Failed
PAY01799,ORD01799,UPI,38550.13,Paid
PAY01800,ORD01800,Credit Card,35875.83,Paid
PAY01801,ORD01801,UPI,81524.88,Paid
PAY01802,ORD01802,Credit Card,1255.35,Paid
PAY01803,ORD01803,Cash on Delivery,6183.14,Paid
PAY01804,ORD01804,Debit Card,29948.4,Paid
PAY01805,ORD01805,Cash on Delivery,66160.52,Paid
PAY01806,ORD01806,UPI,57856.46,Paid
PAY01807,ORD01807,Net Banking,6966.97,Paid
PAY01808,ORD01808,UPI,29984.46,Paid
PAY01809,ORD01809,Debit Card,94945.01,Paid
PAY01810,ORD01810,UPI,14503.47,Paid
PAY01811,ORD01811,Credit Card,67052.57,Paid
PAY01812,ORD01812,Debit Card,105333.29,Paid
PAY01813,ORD01813,Net Banking,57833.05,Paid
PAY01814,ORD01814,Net Banking,43221.35,Paid
PAY01815,ORD01815,UPI,32682.99,Paid
PAY01816,ORD01816,Credit Card,145019.46,Paid
PAY01817,ORD01817,UPI,26311.95,Paid
PAY01818,ORD01818,UPI,12350.59,Paid
PAY01819,ORD01819,Debit Card,21110.52,Paid
PAY01820,ORD01820,Credit Card,15304.89,Paid
PAY01821,ORD01821,UPI,107267.96,Paid
PAY01822,ORD01822,Debit Card,173299.93,Paid
PAY01823,ORD01823,UPI,34368.65,Paid
PAY01824,ORD01824,Credit Card,56954.21,Paid
PAY01825,ORD01825,Credit Card,154048.42,Paid
PAY01826,ORD01826,Cash on Delivery,11100.11,Failed
PAY01827,ORD01827,UPI,1350.78,Paid
PAY01828,ORD01828,UPI,6117.81,Paid
PAY01829,ORD01829,UPI,10137.12,Paid
PAY01830,ORD01830,Debit Card,25407.97,Paid
PAY01831,ORD01831,Debit Card,35379.89,Paid
PAY01832,ORD01832,UPI,38856.09,Paid
PAY01833,ORD01833,Net Banking,27022.33,Paid
PAY01834,ORD01834,UPI,35563.01,Paid
PAY01835,ORD01835,UPI,18009.65,Paid
PAY01836,ORD01836,Net Banking,55247.67,Paid
PAY01837,ORD01837,Net Banking,68333.11,Paid
PAY01838,ORD01838,Cash on Delivery,52448.03,Paid
PAY01839,ORD01839,Debit Card,23012.3,Failed
PAY01840,ORD01840,UPI,4343.45,Paid
PAY01841,ORD01841,Credit Card,71876.24,Paid
PAY01842,ORD01842,Cash on Delivery,11469.0,Paid
PAY01843,ORD01843,UPI,80841.97,Paid
PAY01844,ORD01844,Credit Card,23035.37,Paid
PAY01845,ORD01845,Credit Card,40314.16,Paid
PAY01846,ORD01846,UPI,26512.38,Paid
PAY01847,ORD01847,Net Banking,15534.85,Paid
PAY01848,ORD01848,Debit Card,17093.41,Paid
PAY01849,ORD01849,Net Banking,116802.46,Paid
PAY01850,ORD01850,Debit Card,45311.64,Paid
PAY01851,ORD01851,UPI,32642.1,Paid
PAY01852,ORD01852,Cash on Delivery,64874.59,Paid
PAY01853,ORD01853,UPI,39504.41,Paid
PAY01854,ORD01854,UPI,41566.66,Paid
PAY01855,ORD01855,Debit Card,13305.34,Paid
PAY01856,ORD01856,Net Banking,19127.21,Paid
PAY01857,ORD01857,UPI,108195.22,Paid
PAY01858,ORD01858,Cash on Delivery,21678.86,Paid
PAY01859,ORD01859,Credit Card,53362.03,Paid
PAY01860,ORD01860,Credit Card,12338.52,Paid
PAY01861,ORD01861,UPI,160461.54,Failed
PAY01862,ORD01862,Net Banking,11154.61,Paid
PAY01863,ORD01863,Cash on Delivery,43764.0,Paid
PAY01864,ORD01864,Debit Card,130058.18,Paid
PAY01865,ORD01865,Debit Card,13570.21,Paid
PAY01866,ORD01866,UPI,28722.73,Paid
PAY01867,ORD01867,Cash on Delivery,20269.46,Paid
PAY01868,ORD01868,Credit Card,114051.11,Paid
PAY01869,ORD01869,Debit Card,104897.58,Paid
PAY01870,ORD01870,Cash on Delivery,33340.3,Paid
PAY01871,ORD01871,UPI,22620.87,Failed
PAY01872,ORD01872,UPI,78245.44,Paid
PAY01873,ORD01873,Net Banking,45148.06,Paid
PAY01874,ORD01874,Credit Card,95412.72,Paid
PAY01875,ORD01875,Debit Card,35449.13,Paid
PAY01876,ORD01876,Debit Card,138727.23,Paid
PAY01877,ORD01877,Credit Card,3725.95,Paid
PAY01878,ORD01878,UPI,3389.61,Paid
PAY01879,ORD01879,UPI,46252.24,Paid
PAY01880,ORD01880,UPI,1698.13,Paid
PAY01881,ORD01881,Credit Card,3164.68,Paid
PAY01882,ORD01882,Credit Card,35102.91,Paid
PAY01883,ORD01883,UPI,22628.85,Paid
PAY01884,ORD01884,UPI,37210.32,Paid
PAY01885,ORD01885,UPI,90579.52,Paid
PAY01886,ORD01886,UPI,45969.75,Paid
PAY01887,ORD01887,Credit Card,27600.38,Paid
PAY01888,ORD01888,Debit Card,78282.99,Paid
PAY01889,ORD01889,UPI,27712.68,Paid
PAY01890,ORD01890,Debit Card,126509.95,Paid
PAY01891,ORD01891,UPI,1305.24,Paid
PAY01892,ORD01892,UPI,34559.07,Paid
PAY01893,ORD01893,UPI,13490.78,Paid
PAY01894,ORD01894,Cash on Delivery,39161.49,Paid
PAY01895,ORD01895,UPI,29422.9,Paid
PAY01896,ORD01896,UPI,33256.68,Paid
PAY01897,ORD01897,Cash on Delivery,31021.41,Paid
PAY01898,ORD01898,Credit Card,6560.72,Paid
PAY01899,ORD01899,Credit Card,33322.26,Failed
PAY01900,ORD01900,Cash on Delivery,51464.96,Paid
PAY01901,ORD01901,Net Banking,77622.95,Paid
PAY01902,ORD01902,UPI,64685.43,Paid
PAY01903,ORD01903,Credit Card,106473.86,Paid
PAY01904,ORD01904,Credit Card,33584.03,Paid
PAY01905,ORD01905,Credit Card,10901.17,Paid
PAY01906,ORD01906,Debit Card,11105.69,Paid
PAY01907,ORD01907,Credit Card,39541.84,Paid
PAY01908,ORD01908,UPI,73262.88,Paid
PAY01909,ORD01909,Net Banking,70720.08,Paid
PAY01910,ORD01910,UPI,80945.88,Paid
PAY01911,ORD01911,UPI,30928.31,Paid
PAY01912,ORD01912,UPI,138272.25,Paid
PAY01913,ORD01913,Credit Card,71198.67,Paid
PAY01914,ORD01914,UPI,49775.77,Paid
PAY01915,ORD01915,UPI,18282.71,Paid
PAY01916,ORD01916,Cash on Delivery,60742.21,Paid
PAY01917,ORD01917,UPI,45228.26,Paid
PAY01918,ORD01918,Net Banking,6654.9,Paid
PAY01919,ORD01919,Credit Card,12387.04,Paid
PAY01920,ORD01920,Debit Card,63398.78,Paid
PAY01921,ORD01921,Cash on Delivery,4214.52,Paid
PAY01922,ORD01922,Cash on Delivery,7985.91,Paid
PAY01923,ORD01923,UPI,45567.8,Paid
PAY01924,ORD01924,UPI,14705.0,Paid
PAY01925,ORD01925,UPI,72866.68,Paid
PAY01926,ORD01926,Net Banking,58638.17,Paid
PAY01927,ORD01927,UPI,13760.34,Paid
PAY01928,ORD01928,Net Banking,111877.53,Paid
PAY01929,ORD01929,Cash on Delivery,43433.23,Paid
PAY01930,ORD01930,UPI,66393.79,Paid
PAY01931,ORD01931,UPI,80106.98,Paid
PAY01932,ORD01932,UPI,147227.22,Paid
PAY01933,ORD01933,Net Banking,47459.27,Paid
PAY01934,ORD01934,Debit Card,28547.41,Paid
PAY01935,ORD01935,UPI,33588.73,Paid
PAY01936,ORD01936,Credit Card,46699.71,Paid
PAY01937,ORD01937,Credit Card,9173.06,Paid
PAY01938,ORD01938,Net Banking,38983.58,Paid
PAY01939,ORD01939,Net Banking,40492.15,Paid
PAY01940,ORD01940,UPI,13401.79,Paid
PAY01941,ORD01941,Credit Card,30977.38,Paid
PAY01942,ORD01942,Debit Card,46625.98,Paid
PAY01943,ORD01943,Cash on Delivery,14896.17,Paid
PAY01944,ORD01944,UPI,116956.37,Paid
PAY01945,ORD01945,UPI,29470.45,Paid
PAY01946,ORD01946,Debit Card,101527.25,Paid
PAY01947,ORD01947,UPI,50178.81,Paid
PAY01948,ORD01948,Cash on Delivery,26442.43,Paid
PAY01949,ORD01949,Net Banking,148807.1,Paid
PAY01950,ORD01950,Cash on Delivery,6370.84,Paid
PAY01951,ORD01951,Cash on Delivery,39051.11,Paid
PAY01952,ORD01952,Net Banking,19108.46,Paid
PAY01953,ORD01953,Credit Card,142847.44,Failed
PAY01954,ORD01954,Net Banking,292785.43,Paid
PAY01955,ORD01955,Credit Card,139483.31,Paid
PAY01956,ORD01956,Debit Card,86925.48,Paid
PAY01957,ORD01957,Debit Card,13728.84,Paid
PAY01958,ORD01958,UPI,13357.19,Failed
PAY01959,ORD01959,UPI,32609.85,Paid
PAY01960,ORD01960,Net Banking,78311.1,Paid
PAY01961,ORD01961,Debit Card,25713.84,Failed
PAY01962,ORD01962,Debit Card,118479.01,Paid
PAY01963,ORD01963,Credit Card,44006.29,Paid
PAY01964,ORD01964,Credit Card,71617.57,Paid
PAY01965,ORD01965,UPI,47136.75,Paid
PAY01966,ORD01966,Debit Card,44895.76,Paid
PAY01967,ORD01967,UPI,40478.04,Paid
PAY01968,ORD01968,Debit Card,29736.83,Paid
PAY01969,ORD01969,Cash on Delivery,30691.69,Paid
PAY01970,ORD01970,UPI,15465.56,Paid
PAY01971,ORD01971,Credit Card,25284.32,Paid
PAY01972,ORD01972,UPI,158781.76,Paid
PAY01973,ORD01973,UPI,33563.55,Paid
PAY01974,ORD01974,Credit Card,83730.95,Paid
PAY01975,ORD01975,Cash on Delivery,83031.06,Paid
PAY01976,ORD01976,Credit Card,107144.22,Paid
PAY01977,ORD01977,Cash on Delivery,19149.13,Paid
PAY01978,ORD01978,Credit Card,10750.44,Paid
PAY01979,ORD01979,Credit Card,6243.26,Paid
PAY01980,ORD01980,Debit Card,43280.68,Paid
PAY01981,ORD01981,Debit Card,39800.72,Paid
PAY01982,ORD01982,UPI,22878.51,Paid
PAY01983,ORD01983,Net Banking,40197.31,Paid
PAY01984,ORD01984,Debit Card,26494.06,Paid
PAY01985,ORD01985,UPI,27574.6,Paid
PAY01986,ORD01986,Debit Card,17708.06,Paid
PAY01987,ORD01987,Credit Card,176773.98,Paid
PAY01988,ORD01988,Cash on Delivery,34605.79,Paid
PAY01989,ORD01989,Debit Card,57882.25,Paid
PAY01990,ORD01990,UPI,83174.04,Paid
PAY01991,ORD01991,Credit Card,106203.87,Paid
PAY01992,ORD01992,UPI,130143.66,Paid
PAY01993,ORD01993,UPI,135516.41,Paid
PAY01994,ORD01994,Cash on Delivery,39558.31,Paid
PAY01995,ORD01995,UPI,107335.29,Paid
PAY01996,ORD01996,UPI,88505.39,Paid
PAY01997,ORD01997,Credit Card,14698.81,Paid
PAY01998,ORD01998,UPI,29445.62,Paid
PAY01999,ORD01999,UPI,24330.69,Paid
PAY02000,ORD02000,Credit Card,62038.45,Paid
